split,procedure,event_frame,observation_start_frame,observation_end_frame,event_step,event_technique,all_targets,minimum_prior_absence_frames,minimum_confirmation_frames,targets,all_target_count,target_count,multi_instrument
test,test18,9809,9576,9716,Irrigation/Aspiration,,"[""I/A Handpiece""]",384,3,"[""I/A Handpiece""]",1,1,False
test,test18,10574,10340,10481,Irrigation/Aspiration,,"[""Micromanipulator""]",58,3,"[""Micromanipulator""]",1,1,False
test,test18,11683,11450,11590,Idle,,"[""Primary Knife""]",1644,3,"[""Primary Knife""]",1,1,False
test,test18,14118,13884,14025,Viscodilatation,,"[""Visc. Cannula""]",65,4,"[""Visc. Cannula""]",1,1,False
test,test18,16628,16395,16535,OVD Aspiration,,"[""I/A Handpiece""]",49,5,"[""I/A Handpiece""]",1,1,False
test,test18,20715,20482,20622,Wound Hydratation,,"[""Rycroft Cannula""]",53,4,"[""Rycroft Cannula""]",1,1,False
test,test20,520,287,427,Incision,,"[""Primary Knife""]",44,4,"[""Primary Knife""]",1,1,False
test,test20,970,736,876,Idle,,"[""Ph. Handpiece""]",166,3,"[""Ph. Handpiece""]",1,1,False
test,test20,1916,1682,1822,Capsulorhexis,,"[""Primary Knife""]",50,4,"[""Primary Knife""]",1,1,False
test,test20,2085,1851,1991,Hydrodissetion,,"[""Hydro. Cannula""]",192,5,"[""Hydro. Cannula""]",1,1,False
test,test20,2826,2593,2733,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",315,4,"[""Ph. Handpiece""]",1,1,False
test,test20,3515,3282,3422,Incision,,"[""Primary Knife""]",268,3,"[""Primary Knife""]",1,1,False
test,test20,3755,3521,3661,Nucleus Breaking,Divide and Conquer,"[""Bonn Forceps""]",82,5,"[""Bonn Forceps""]",1,1,False
test,test20,3895,3661,3801,Nucleus Breaking,Divide and Conquer,"[""Rycroft Cannula""]",94,3,"[""Rycroft Cannula""]",1,1,False
test,test20,8647,8414,8554,Irrigation/Aspiration,,"[""Hydro. Cannula""]",724,3,"[""Hydro. Cannula""]",1,1,False
test,test20,8735,8501,8641,Irrigation/Aspiration,,"[""Cap. Forceps""]",98,3,"[""Cap. Forceps""]",1,1,False
test,test20,8817,8583,8723,Irrigation/Aspiration,,"[""Micromanipulator""]",111,3,"[""Micromanipulator""]",1,1,False
test,test20,11835,11602,11742,Viscodilatation,,"[""Visc. Cannula""]",50,4,"[""Visc. Cannula""]",1,1,False
test,test20,12985,12752,12892,Preparing Implant,,"[""Primary Knife""]",654,3,"[""Primary Knife""]",1,1,False
test,test20,12997,12763,12904,Preparing Implant,,"[""Ph. Handpiece""]",449,4,"[""Ph. Handpiece""]",1,1,False
test,test20,13009,12775,12915,Preparing Implant,,"[""Bonn Forceps""]",159,4,"[""Bonn Forceps""]",1,1,False
test,test20,13149,12915,13055,Implantation,,"[""Lens Injector""]",761,5,"[""Lens Injector""]",1,1,False
test,test20,13552,13318,13458,Positioning,,"[""Micromanipulator""]",192,5,"[""Micromanipulator""]",1,1,False
test,test20,13773,13540,13680,OVD Aspiration,,"[""I/A Handpiece""]",82,3,"[""I/A Handpiece""]",1,1,False
test,test21,503,269,409,Incision,,"[""Primary Knife""]",58,5,"[""Primary Knife""]",1,1,False
test,test21,765,532,672,Viscodilatation,,"[""Visc. Cannula""]",131,5,"[""Visc. Cannula""]",1,1,False
test,test21,987,754,894,Capsulorhexis,,"[""Cap. Cystotome""]",61,5,"[""Cap. Cystotome""]",1,1,False
test,test21,2050,1816,1956,Capsulorhexis,,"[""Cap. Cystotome""]",65,3,"[""Cap. Cystotome""]",1,1,False
test,test21,2564,2330,2470,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",164,4,"[""Ph. Handpiece""]",1,1,False
test,test21,6195,5962,6102,Phacoemulsification,,"[""Rycroft Cannula""]",94,4,"[""Rycroft Cannula""]",1,1,False
test,test21,7176,6942,7083,Irrigation/Aspiration,,"[""Micromanipulator""]",167,3,"[""Micromanipulator""]",1,1,False
test,test21,9517,9284,9424,Preparing Implant,,"[""Primary Knife""]",355,3,"[""Primary Knife""]",1,1,False
test,test21,9523,9290,9430,Preparing Implant,,"[""Lens Injector""]",1631,4,"[""Lens Injector""]",1,1,False
test,test21,9535,9301,9441,Preparing Implant,,"[""Bonn Forceps""]",1522,4,"[""Bonn Forceps""]",1,1,False
test,test21,10732,10498,10638,Implantation,,"[""Primary Knife""]",60,3,"[""Primary Knife""]",1,1,False
test,test21,10848,10615,10755,Implantation,,"[""Micromanipulator""]",196,3,"[""Micromanipulator""]",1,1,False
test,test21,11467,11234,11374,OVD Aspiration,,"[""I/A Handpiece""]",43,5,"[""I/A Handpiece""]",1,1,False
test,test22,1028,795,935,Incision,,"[""Secondary Knife""]",117,3,"[""Secondary Knife""]",1,1,False
test,test22,1034,800,940,Incision,,"[""I/A Handpiece""]",177,3,"[""I/A Handpiece""]",1,1,False
test,test22,1046,812,952,Incision,,"[""Bonn Forceps""]",138,5,"[""Bonn Forceps""]",1,1,False
test,test22,1051,818,958,Incision,,"[""Primary Knife""]",180,4,"[""Primary Knife""]",1,1,False
test,test22,1267,1034,1174,Viscodilatation,,"[""Visc. Cannula""]",98,4,"[""Visc. Cannula""]",1,1,False
test,test22,2581,2348,2488,Hydrodissetion,,"[""Hydro. Cannula""]",263,4,"[""Hydro. Cannula""]",1,1,False
test,test22,5144,4911,5051,Irrigation/Aspiration,,"[""I/A Handpiece""]",341,5,"[""I/A Handpiece""]",1,1,False
test,test22,6680,6446,6586,Viscodilatation,,"[""Visc. Cannula""]",907,5,"[""Visc. Cannula""]",1,1,False
test,test22,6966,6732,6872,Idle,,"[""Micromanipulator""]",46,3,"[""Micromanipulator""]",1,1,False
test,test22,8396,8163,8303,Implantation,,"[""Primary Knife""]",1235,3,"[""Primary Knife""]",1,1,False
test,test22,9587,9354,9494,OVD Aspiration,,"[""Micromanipulator""]",47,4,"[""Micromanipulator""]",1,1,False
test,test22,13207,12974,13114,Suturing,,"[""Suture Needle""]",2262,4,"[""Suture Needle""]",1,1,False
test,test22,14019,13785,13925,Suturing,,"[""Secondary Knife""]",118,5,"[""Secondary Knife""]",1,1,False
test,test23,1110,876,1016,Viscodilatation,,"[""Visc. Cannula""]",190,5,"[""Visc. Cannula""]",1,1,False
test,test23,1343,1110,1250,Capsulorhexis,,"[""Primary Knife""]",56,3,"[""Primary Knife""]",1,1,False
test,test23,3212,2978,3118,Capsulorhexis,,"[""Cap. Forceps""]",119,5,"[""Cap. Forceps""]",1,1,False
test,test23,3264,3031,3171,Capsulorhexis,,"[""I/A Handpiece""]",178,4,"[""I/A Handpiece""]",1,1,False
test,test23,3644,3410,3550,Capsulorhexis,,"[""Cap. Cystotome"", ""Hydro. Cannula""]",91,4,"[""Cap. Cystotome"", ""Hydro. Cannula""]",2,2,True
test,test23,3988,3755,3895,Capsulorhexis,,"[""Ph. Handpiece""]",107,3,"[""Ph. Handpiece""]",1,1,False
test,test23,4146,3912,4052,Capsulorhexis,,"[""Cap. Forceps""]",125,5,"[""Cap. Forceps""]",1,1,False
test,test23,4555,4321,4461,Viscodilatation,,"[""Hydro. Cannula""]",58,5,"[""Hydro. Cannula""]",1,1,False
test,test23,5004,4771,4911,Nucleus Breaking,Divide and Conquer,"[""Ph. Handpiece""]",122,4,"[""Ph. Handpiece""]",1,1,False
test,test23,5302,5068,5208,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",47,4,"[""Micromanipulator""]",1,1,False
test,test23,5314,5080,5220,Nucleus Breaking,Divide and Conquer,"[""Bonn Forceps""]",268,5,"[""Bonn Forceps""]",1,1,False
test,test23,11315,11082,11222,Implantation,,"[""Lens Injector""]",1054,5,"[""Lens Injector""]",1,1,False
test,test23,11648,11415,11555,Positioning,,"[""Micromanipulator""]",442,3,"[""Micromanipulator""]",1,1,False
test,test23,12098,11864,12004,OVD Aspiration,,"[""I/A Handpiece""]",192,5,"[""I/A Handpiece""]",1,1,False
test,test23,13120,12886,13026,OVD Aspiration,,"[""Micromanipulator""]",110,3,"[""Micromanipulator""]",1,1,False
test,test23,14229,13995,14135,Wound Hydratation,,"[""Rycroft Cannula""]",42,4,"[""Rycroft Cannula""]",1,1,False
test,test23,15216,14982,15122,Wound Hydratation,,"[""Rycroft Cannula""]",46,5,"[""Rycroft Cannula""]",1,1,False
test,test24,415,181,322,Incision,,"[""Primary Knife""]",71,5,"[""Primary Knife""]",1,1,False
test,test24,637,403,543,Viscodilatation,,"[""Visc. Cannula""]",109,5,"[""Visc. Cannula""]",1,1,False
test,test24,812,579,719,Capsulorhexis,,"[""Bonn Forceps""]",51,4,"[""Bonn Forceps""]",1,1,False
test,test24,2616,2383,2523,Nucleus Breaking,Stop and Chop,"[""I/A Handpiece""]",448,3,"[""I/A Handpiece""]",1,1,False
test,test24,5057,4823,4963,Irrigation/Aspiration,,"[""I/A Handpiece""]",63,5,"[""I/A Handpiece""]",1,1,False
test,test24,11602,11368,11508,Preparing Implant,,"[""Lens Injector""]",209,3,"[""Lens Injector""]",1,1,False
test,test24,13283,13049,13190,OVD Aspiration,,"[""I/A Handpiece""]",405,3,"[""I/A Handpiece""]",1,1,False
test,test24,14398,14165,14305,Idle,,"[""Rycroft Cannula""]",186,5,"[""Rycroft Cannula""]",1,1,False
test,test24,15122,14889,15029,Wound Hydratation,,"[""Rycroft Cannula""]",42,5,"[""Rycroft Cannula""]",1,1,False
test,test24,15420,15186,15326,Idle,,"[""I/A Handpiece""]",184,5,"[""I/A Handpiece""]",1,1,False
test,test25,363,129,269,Incision,,"[""Secondary Knife""]",62,5,"[""Secondary Knife""]",1,1,False
test,test25,637,403,544,Incision,,"[""Primary Knife""]",109,5,"[""Primary Knife""]",1,1,False
test,test25,707,474,614,Incision,,"[""Bonn Forceps""]",121,3,"[""Bonn Forceps""]",1,1,False
test,test25,1367,1134,1274,Capsulorhexis,,"[""Cap. Cystotome""]",85,5,"[""Cap. Cystotome""]",1,1,False
test,test25,2471,2237,2378,Idle,,"[""Hydro. Cannula""]",279,5,"[""Hydro. Cannula""]",1,1,False
test,test25,3972,3738,3879,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",45,5,"[""Micromanipulator""]",1,1,False
test,test25,4357,4124,4264,Idle,,"[""Rycroft Cannula""]",602,3,"[""Rycroft Cannula""]",1,1,False
test,test25,7716,7482,7622,Irrigation/Aspiration,,"[""I/A Handpiece""]",100,5,"[""I/A Handpiece""]",1,1,False
test,test25,8533,8300,8440,Irrigation/Aspiration,,"[""Rycroft Cannula""]",136,3,"[""Rycroft Cannula""]",1,1,False
test,test25,9193,8960,9100,Irrigation/Aspiration,,"[""Visc. Cannula""]",85,3,"[""Visc. Cannula""]",1,1,False
test,test25,10367,10134,10274,Viscodilatation,,"[""Visc. Cannula""]",195,5,"[""Visc. Cannula""]",1,1,False
test,test25,11261,11027,11167,Preparing Implant,,"[""Lens Injector""]",1928,5,"[""Lens Injector""]",1,1,False
test,test25,11395,11161,11302,Preparing Implant,,"[""Suture Needle""]",665,5,"[""Suture Needle""]",1,1,False
test,test25,11950,11716,11856,Implantation,,"[""Lens Injector""]",66,5,"[""Lens Injector""]",1,1,False
test,test25,11979,11745,11886,Implantation,,"[""I/A Handpiece""]",101,4,"[""I/A Handpiece""]",1,1,False
test,test25,12183,11950,12090,Implantation,,"[""Micromanipulator""]",372,4,"[""Micromanipulator""]",1,1,False
test,test25,12470,12236,12376,Positioning,,"[""Micromanipulator""]",43,5,"[""Micromanipulator""]",1,1,False
test,test25,12838,12604,12744,OVD Aspiration,,"[""I/A Handpiece""]",62,5,"[""I/A Handpiece""]",1,1,False
test,test25,14023,13790,13930,Idle,,"[""Rycroft Cannula""]",50,3,"[""Rycroft Cannula""]",1,1,False
test,test25,15349,15115,15256,Wound Hydratation,,"[""Rycroft Cannula""]",70,5,"[""Rycroft Cannula""]",1,1,False
test,test25,15775,15542,15682,OVD Aspiration,,"[""I/A Handpiece""]",70,5,"[""I/A Handpiece""]",1,1,False
test,test25,16914,16681,16821,Idle,,"[""Rycroft Cannula""]",234,3,"[""Rycroft Cannula""]",1,1,False
